,HomeTeam
4523,Lechia Gdansk
4524,Arka Gdynia
4525,Lech Poznan
4526,Korona Kielce
4527,Cracovia
4528,Zaglebie
4529,Korona Kielce
4530,Ruch
4531,Wisla
4532,Wisla Plock
4533,Slask Wroclaw
4534,Lechia Gdansk
4535,Termalica B-B.
4536,Legia
4537,Piast Gliwice
4538,Slask Wroclaw
4539,Wisla
4540,Cracovia
4541,Jagiellonia
4542,Ruch
4543,Pogon Szczecin
4544,Lechia Gdansk
4545,Leczna
4546,Wisla Plock
4547,Wisla
4548,Lech Poznan
4549,Piast Gliwice
4550,Arka Gdynia
4551,Termalica B-B.
4552,Ruch
4553,Korona Kielce
4554,Jagiellonia
4555,Cracovia
4556,Slask Wroclaw
4557,Legia
4558,Zaglebie
4559,Ruch
4560,Lech Poznan
4561,Wisla
4562,Arka Gdynia
4563,Wisla Plock
4564,Lechia Gdansk
4565,Pogon Szczecin
4566,Jagiellonia
4567,Termalica B-B.
4568,Korona Kielce
4569,Slask Wroclaw
4570,Piast Gliwice
4571,Cracovia
4572,Legia
4573,Zaglebie
4574,Arka Gdynia
4575,Pogon Szczecin
4576,Wisla Plock
4577,Lechia Gdansk
4578,Wisla
4579,Leczna
4580,Legia
4581,Ruch
4582,Korona Kielce
4583,Zaglebie
4584,Cracovia
4585,Termalica B-B.
4586,Piast Gliwice
4587,Jagiellonia
4588,Lech Poznan
4589,Pogon Szczecin
4590,Leczna
4591,Slask Wroclaw
4592,Arka Gdynia
4593,Wisla Plock
4594,Ruch
4595,Jagiellonia
4596,Leczna
4597,Legia
4598,Cracovia
4599,Termalica B-B.
4600,Wisla
4601,Piast Gliwice
4602,Zaglebie
4603,Pogon Szczecin
4604,Korona Kielce
4605,Lech Poznan
4606,Lechia Gdansk
4607,Slask Wroclaw
4608,Wisla
4609,Arka Gdynia
4610,Wisla Plock
4611,Legia
4612,Jagiellonia
4613,Lechia Gdansk
4614,Ruch
4615,Cracovia
4616,Zaglebie
4617,Leczna
4618,Pogon Szczecin
4619,Termalica B-B.
4620,Piast Gliwice
4621,Lech Poznan
4622,Korona Kielce
4623,Ruch
4624,Slask Wroclaw
4625,Jagiellonia
4626,Wisla Plock
4627,Legia
4628,Termalica B-B.
4629,Lechia Gdansk
4630,Wisla
4631,Arka Gdynia
4632,Cracovia
4633,Korona Kielce
4634,Lech Poznan
4635,Leczna
4636,Piast Gliwice
4637,Pogon Szczecin
4638,Zaglebie
4639,Arka Gdynia
4640,Lech Poznan
4641,Wisla Plock
4642,Slask Wroclaw
4643,Lechia Gdansk
4644,Jagiellonia
4645,Legia
4646,Zaglebie
4647,Ruch
4648,Korona Kielce
4649,Piast Gliwice
4650,Leczna
4651,Wisla
4652,Termalica B-B.
4653,Pogon Szczecin
4654,Cracovia
4655,Zaglebie
4656,Arka Gdynia
4657,Jagiellonia
4658,Slask Wroclaw
4659,Wisla Plock
4660,Lech Poznan
4661,Lechia Gdansk
4662,Legia
4663,Arka Gdynia
4664,Leczna
4665,Ruch
4666,Zaglebie
4667,Korona Kielce
4668,Lechia Gdansk
4669,Legia
4670,Pogon Szczecin
4671,Slask Wroclaw
4672,Cracovia
4673,Wisla Plock
4674,Piast Gliwice
4675,Wisla
4676,Lech Poznan
4677,Jagiellonia
4678,Termalica B-B.
4679,Arka Gdynia
4680,Leczna
4681,Piast Gliwice
4682,Slask Wroclaw
4683,Korona Kielce
4684,Lech Poznan
4685,Lechia Gdansk
4686,Termalica B-B.
4687,Cracovia
4688,Wisla Plock
4689,Ruch
4690,Zaglebie
4691,Jagiellonia
4692,Legia
4693,Pogon Szczecin
4694,Wisla
4695,Wisla Plock
4696,Pogon Szczecin
4697,Cracovia
4698,Gornik Z.
4699,Arka Gdynia
4700,Termalica B-B.
4701,Lech Poznan
4702,Korona Kielce
4703,Sandecja Nowy S.
4704,Wisla
4705,Piast Gliwice
4706,Lechia Gdansk
4707,Legia
4708,Wisla Plock
4709,Jagiellonia
4710,Zaglebie
4711,Termalica B-B.
4712,Slask Wroclaw
4713,Legia
4714,Gornik Z.
4715,Arka Gdynia
4716,Pogon Szczecin
4717,Lech Poznan
4718,Korona Kielce
4719,Piast Gliwice
4720,Wisla Plock
4721,Lechia Gdansk
4722,Zaglebie
4723,Termalica B-B.
4724,Jagiellonia
4725,Cracovia
4726,Arka Gdynia
4727,Legia
4728,Sandecja Nowy S.
4729,Lech Poznan
4730,Wisla
4731,Gornik Z.
4732,Korona Kielce
4733,Pogon Szczecin
4734,Slask Wroclaw
4735,Lechia Gdansk
4736,Cracovia
4737,Arka Gdynia
4738,Piast Gliwice
4739,Jagiellonia
4740,Wisla Plock
4741,Termalica B-B.
4742,Zaglebie
4743,Gornik Z.
4744,Slask Wroclaw
4745,Korona Kielce
4746,Jagiellonia
4747,Wisla
4748,Lech Poznan
4749,Sandecja Nowy S.
4750,Legia
4751,Zaglebie
4752,Arka Gdynia
4753,Korona Kielce
4754,Slask Wroclaw
4755,Cracovia
4756,Termalica B-B.
4757,Pogon Szczecin
4758,Piast Gliwice
4759,Arka Gdynia
4760,Lech Poznan
4761,Wisla Plock
4762,Gornik Z.
4763,Wisla
4764,Sandecja Nowy S.
4765,Legia
4766,Lechia Gdansk
4767,Piast Gliwice
4768,Slask Wroclaw
4769,Termalica B-B.
4770,Pogon Szczecin
4771,Korona Kielce
4772,Zaglebie
4773,Jagiellonia
4774,Cracovia
4775,Sandecja Nowy S.
4776,Arka Gdynia
4777,Lechia Gdansk
4778,Pogon Szczecin
4779,Wisla
4780,Gornik Z.
4781,Wisla Plock
4782,Lech Poznan
4783,Korona Kielce
4784,Jagiellonia
4785,Piast Gliwice
4786,Termalica B-B.
4787,Slask Wroclaw
4788,Zaglebie
4789,Legia
4790,Cracovia
4791,Zaglebie
4792,Gornik Z.
4793,Sandecja Nowy S.
4794,Pogon Szczecin
4795,Lechia Gdansk
4796,Arka Gdynia
4797,Wisla
4798,Wisla Plock
4799,Slask Wroclaw
4800,Lech Poznan
4801,Piast Gliwice
4802,Cracovia
4803,Sandecja Nowy S.
4804,Jagiellonia
4805,Legia
4806,Lechia Gdansk
4807,Korona Kielce
4808,Arka Gdynia
4809,Wisla Plock
4810,Wisla
4811,Gornik Z.
4812,Termalica B-B.
4813,Zaglebie
4814,Pogon Szczecin
4815,Jagiellonia
4816,Wisla
4817,Piast Gliwice
4818,Sandecja Nowy S.
4819,Lechia Gdansk
4820,Slask Wroclaw
4821,Legia
4822,Zaglebie
4823,Cracovia
4824,Gornik Z.
4825,Pogon Szczecin
4826,Arka Gdynia
4827,Korona Kielce
4828,Lech Poznan
4829,Slask Wroclaw
4830,Termalica B-B.
4831,Jagiellonia
4832,Lechia Gdansk
4833,Wisla Plock
4834,Zaglebie
4835,Sandecja Nowy S.
4836,Piast Gliwice
4837,Wisla
4838,Cracovia
4839,Sandecja Nowy S.
4840,Gornik Z.
4841,Slask Wroclaw
4842,Korona Kielce
4843,Legia
4844,Pogon Szczecin
4845,Wisla
4846,Lech Poznan
4847,Jagiellonia
4848,Piast Gliwice
4849,Arka Gdynia
4850,Termalica B-B.
4851,Lechia Gdansk
4852,Zaglebie
4853,Cracovia
4854,Wisla Plock
4855,Korona Kielce
4856,Slask Wroclaw
4857,Pogon Szczecin
4858,Sandecja Nowy S.
4859,Legia
4860,Lech Poznan
4861,Wisla
4862,Gornik Z.
4863,Wisla Plock
4864,Zaglebie
4865,Pogon Szczecin
4866,Cracovia
4867,Lechia Gdansk
4868,Termalica B-B.
4869,Arka Gdynia
4870,Piast Gliwice
4871,Sandecja Nowy S.
4872,Legia
4873,Wisla Plock
4874,Jagiellonia
4875,Wisla
4876,Lechia Gdansk
4877,Lech Poznan
4878,Gornik Z.
4879,Zaglebie
4880,Jagiellonia
4881,Termalica B-B.
4882,Pogon Szczecin
4883,Cracovia
4884,Piast Gliwice
4885,Slask Wroclaw
4886,Korona Kielce
4887,Lechia Gdansk
4888,Wisla Plock
4889,Legia
4890,Sandecja Nowy S.
4891,Gornik Z.
4892,Wisla
4893,Arka Gdynia
4894,Lech Poznan
4895,Termalica B-B.
4896,Zaglebie
4897,Slask Wroclaw
4898,Korona Kielce
4899,Piast Gliwice
4900,Cracovia
4901,Legia
4902,Jagiellonia
4903,Gornik Z.
4904,Wisla
4905,Sandecja Nowy S.
4906,Pogon Szczecin
4907,Wisla Plock
4908,Lech Poznan
4909,Lechia Gdansk
4910,Arka Gdynia
4911,Piast Gliwice
4912,Lech Poznan
4913,Termalica B-B.
4914,Jagiellonia
4915,Korona Kielce
4916,Cracovia
4917,Slask Wroclaw
4918,Legia
4919,Gornik Z.
4920,Termalica B-B.
4921,Korona Kielce
4922,Arka Gdynia
4923,Wisla Plock
4924,Zaglebie
4925,Pogon Szczecin
4926,Wisla
4927,Cracovia
4928,Jagiellonia
4929,Lech Poznan
4930,Lechia Gdansk
4931,Legia
4932,Piast Gliwice
4933,Sandecja Nowy S.
4934,Slask Wroclaw
4935,Arka Gdynia
4936,Lech Poznan
4937,Cracovia
4938,Jagiellonia
4939,Legia
4940,Pogon Szczecin
4941,Slask Wroclaw
4942,Wisla Plock
4943,Termalica B-B.
4944,Zaglebie
4945,Piast Gliwice
4946,Gornik Z.
4947,Korona Kielce
4948,Sandecja Nowy S.
4949,Wisla
4950,Lechia Gdansk
4951,Arka Gdynia
4952,Legia
4953,Wisla Plock
4954,Pogon Szczecin
4955,Lech Poznan
4956,Cracovia
4957,Jagiellonia
4958,Slask Wroclaw
4959,Cracovia
4960,Lechia Gdansk
4961,Sandecja Nowy S.
4962,Pogon Szczecin
4963,Wisla Plock
4964,Korona Kielce
4965,Zaglebie
4966,Jagiellonia
4967,Piast Gliwice
4968,Termalica B-B.
4969,Arka Gdynia
4970,Slask Wroclaw
4971,Gornik Z.
4972,Legia
4973,Lech Poznan
4974,Wisla
4975,Pogon Szczecin
4976,Sandecja Nowy S.
4977,Slask Wroclaw
4978,Termalica B-B.
4979,Legia
4980,Wisla Plock
4981,Wisla
4982,Zaglebie
4983,Arka Gdynia
4984,Cracovia
4985,Lechia Gdansk
4986,Piast Gliwice
4987,Gornik Z.
4988,Jagiellonia
4989,Korona Kielce
4990,Lech Poznan
4991,Legnica
4992,Jagiellonia
4993,Slask Wroclaw
4994,Wisla
4995,Legia
4996,Gornik Z.
4997,Wisla Plock
4998,Zaglebie Sosnowiec
4999,Lechia Gdansk
5000,Wisla
5001,Zaglebie
5002,Korona Kielce
5003,Gornik Z.
5004,Arka Gdynia
5005,Lech Poznan
5006,Pogon Szczecin
5007,Wisla Plock
5008,Zaglebie Sosnowiec
5009,Piast Gliwice
5010,Legia
5011,Slask Wroclaw
5012,Jagiellonia
5013,Legnica
5014,Cracovia
5015,Lechia Gdansk
5016,Wisla
5017,Pogon Szczecin
5018,Arka Gdynia
5019,Piast Gliwice
5020,Lech Poznan
5021,Zaglebie
5022,Korona Kielce
5023,Cracovia
5024,Legnica
5025,Wisla Plock
5026,Gornik Z.
5027,Legia
5028,Jagiellonia
5029,Lech Poznan
5030,Slask Wroclaw
5031,Piast Gliwice
5032,Korona Kielce
5033,Pogon Szczecin
5034,Wisla
5035,Jagiellonia
5036,Legia
5037,Zaglebie
5038,Zaglebie Sosnowiec
5039,Gornik Z.
5040,Lechia Gdansk
5041,Arka Gdynia
5042,Slask Wroclaw
5043,Lech Poznan
5044,Legnica
5045,Wisla Plock
5046,Cracovia
5047,Zaglebie
5048,Jagiellonia
5049,Wisla Plock
5050,Piast Gliwice
5051,Wisla
5052,Pogon Szczecin
5053,Legia
5054,Zaglebie Sosnowiec
5055,Pogon Szczecin
5056,Arka Gdynia
5057,Cracovia
5058,Lechia Gdansk
5059,Legnica
5060,Slask Wroclaw
5061,Gornik Z.
5062,Korona Kielce
5063,Wisla Plock
5064,Legia
5065,Piast Gliwice
5066,Zaglebie
5067,Wisla
5068,Zaglebie Sosnowiec
5069,Lech Poznan
5070,Jagiellonia
5071,Legnica
5072,Gornik Z.
5073,Pogon Szczecin
5074,Lechia Gdansk
5075,Slask Wroclaw
5076,Arka Gdynia
5077,Korona Kielce
5078,Cracovia
5079,Piast Gliwice
5080,Jagiellonia
5081,Zaglebie Sosnowiec
5082,Slask Wroclaw
5083,Lech Poznan
5084,Zaglebie
5085,Legia
5086,Cracovia
5087,Legnica
5088,Jagiellonia
5089,Wisla Plock
5090,Lechia Gdansk
5091,Pogon Szczecin
5092,Korona Kielce
5093,Gornik Z.
5094,Wisla
5095,Arka Gdynia
5096,Piast Gliwice
5097,Cracovia
5098,Slask Wroclaw
5099,Legia
5100,Zaglebie
5101,Lech Poznan
5102,Zaglebie Sosnowiec
5103,Gornik Z.
5104,Pogon Szczecin
5105,Wisla Plock
5106,Lechia Gdansk
5107,Wisla
5108,Korona Kielce
5109,Legnica
5110,Jagiellonia
5111,Piast Gliwice
5112,Korona Kielce
5113,Lech Poznan
5114,Cracovia
5115,Pogon Szczecin
5116,Zaglebie
5117,Lechia Gdansk
5118,Arka Gdynia
5119,Slask Wroclaw
5120,Jagiellonia
5121,Wisla Plock
5122,Legnica
5123,Legia
5124,Zaglebie Sosnowiec
5125,Cracovia
5126,Piast Gliwice
5127,Zaglebie
5128,Lech Poznan
5129,Pogon Szczecin
5130,Korona Kielce
5131,Wisla
5132,Gornik Z.
5133,Lechia Gdansk
5134,Arka Gdynia
5135,Wisla Plock
5136,Jagiellonia
5137,Cracovia
5138,Gornik Z.
5139,Legia
5140,Slask Wroclaw
5141,Zaglebie Sosnowiec
5142,Legnica
5143,Pogon Szczecin
5144,Zaglebie Sosnowiec
5145,Arka Gdynia
5146,Piast Gliwice
5147,Wisla
5148,Korona Kielce
5149,Lechia Gdansk
5150,Zaglebie
5151,Legnica
5152,Lech Poznan
5153,Slask Wroclaw
5154,Cracovia
5155,Lechia Gdansk
5156,Arka Gdynia
5157,Wisla Plock
5158,Gornik Z.
5159,Pogon Szczecin
5160,Piast Gliwice
5161,Jagiellonia
5162,Zaglebie Sosnowiec
5163,Korona Kielce
5164,Zaglebie
5165,Legia
5166,Wisla
5167,Arka Gdynia
5168,Korona Kielce
5169,Gornik Z.
5170,Lech Poznan
5171,Lechia Gdansk
5172,Legnica
5173,Cracovia
5174,Slask Wroclaw
5175,Piast Gliwice
5176,Legia
5177,Zaglebie Sosnowiec
5178,Jagiellonia
5179,Wisla Plock
5180,Wisla
5181,Lech Poznan
5182,Zaglebie
5183,Gornik Z.
5184,Slask Wroclaw
5185,Cracovia
5186,Korona Kielce
5187,Arka Gdynia
5188,Pogon Szczecin
5189,Legnica
5190,Lechia Gdansk
5191,Wisla Plock
5192,Lech Poznan
5193,Jagiellonia
5194,Zaglebie Sosnowiec
5195,Legia
5196,Piast Gliwice
5197,Zaglebie
5198,Wisla
5199,Wisla Plock
5200,Gornik Z.
5201,Lechia Gdansk
5202,Legnica
5203,Arka Gdynia
5204,Korona Kielce
5205,Pogon Szczecin
5206,Wisla
5207,Cracovia
5208,Slask Wroclaw
5209,Arka Gdynia
5210,Zaglebie
5211,Lech Poznan
5212,Piast Gliwice
5213,Legia
5214,Zaglebie Sosnowiec
5215,Korona Kielce
5216,Legnica
5217,Jagiellonia
5218,Wisla
5219,Lechia Gdansk
5220,Pogon Szczecin
5221,Gornik Z.
5222,Wisla Plock
5223,Arka Gdynia
5224,Cracovia
5225,Lech Poznan
5226,Legia
5227,Piast Gliwice
5228,Slask Wroclaw
5229,Zaglebie
5230,Zaglebie Sosnowiec
5231,Lechia Gdansk
5232,Jagiellonia
5233,Zaglebie
5234,Legia
5235,Legnica
5236,Wisla
5237,Gornik Z.
5238,Korona Kielce
5239,Piast Gliwice
5240,Cracovia
5241,Pogon Szczecin
5242,Lech Poznan
5243,Arka Gdynia
5244,Wisla Plock
5245,Slask Wroclaw
5246,Zaglebie Sosnowiec
5247,Zaglebie
5248,Piast Gliwice
5249,Pogon Szczecin
5250,Lechia Gdansk
5251,Legnica
5252,Korona Kielce
5253,Wisla
5254,Gornik Z.
5255,Wisla Plock
5256,Gornik Z.
5257,Korona Kielce
5258,Lech Poznan
5259,Legia
5260,Zaglebie Sosnowiec
5261,Cracovia
5262,Jagiellonia
5263,Arka Gdynia
5264,Wisla
5265,Slask Wroclaw
5266,Legnica
5267,Cracovia
5268,Piast Gliwice
5269,Legia
5270,Lechia Gdansk
5271,Arka Gdynia
5272,Gornik Z.
5273,Legnica
5274,Zaglebie Sosnowiec
5275,Jagiellonia
5276,Lech Poznan
5277,Pogon Szczecin
5278,Zaglebie
5279,Korona Kielce
5280,Wisla Plock
5281,Slask Wroclaw
5282,Wisla
5283,Cracovia
5284,Lechia Gdansk
5285,Legia
5286,Piast Gliwice
5287,Arka Gdynia
5288,LKS Lodz
5289,Rakow
5290,Wisla
5291,Piast Gliwice
5292,Zaglebie
5293,Legia
5294,Wisla Plock
5295,Gornik Z.
5296,Lech Poznan
5297,Cracovia
5298,Jagiellonia
5299,Korona Kielce
5300,Lechia Gdansk
5301,Slask Wroclaw
5302,Pogon Szczecin
5303,Arka Gdynia
5304,Zaglebie
5305,Rakow
5306,LKS Lodz
5307,Wisla Plock
5308,Legia
5309,Piast Gliwice
5310,Wisla
5311,Lech Poznan
5312,Pogon Szczecin
5313,Zaglebie
5314,Gornik Z.
5315,LKS Lodz
5316,Cracovia
5317,Lechia Gdansk
5318,Wisla
5319,Slask Wroclaw
5320,Arka Gdynia
5321,Jagiellonia
5322,Piast Gliwice
5323,Legia
5324,Rakow
5325,Korona Kielce
5326,Jagiellonia
5327,Cracovia
5328,Lechia Gdansk
5329,Rakow
5330,Gornik Z.
5331,LKS Lodz
5332,Zaglebie
5333,Pogon Szczecin
5334,Arka Gdynia
5335,Korona Kielce
5336,Wisla Plock
5337,Piast Gliwice
5338,Wisla
5339,Slask Wroclaw
5340,Lech Poznan
5341,Legia
5342,Zaglebie
5343,Jagiellonia
5344,Rakow
5345,Lechia Gdansk
5346,Korona Kielce
5347,Pogon Szczecin
5348,Gornik Z.
5349,Cracovia
5350,Wisla Plock
5351,Piast Gliwice
5352,Lech Poznan
5353,LKS Lodz
5354,Lechia Gdansk
5355,Slask Wroclaw
5356,Wisla Plock
5357,Pogon Szczecin
5358,Cracovia
5359,Korona Kielce
5360,Rakow
5361,Legia
5362,Gornik Z.
5363,Arka Gdynia
5364,Jagiellonia
5365,Wisla
5366,Zaglebie
5367,Wisla Plock
5368,Slask Wroclaw
5369,Pogon Szczecin
5370,Lech Poznan
5371,Lechia Gdansk
5372,LKS Lodz
5373,Cracovia
5374,Piast Gliwice
5375,Zaglebie
5376,Wisla
5377,Korona Kielce
5378,Legia
5379,Jagiellonia
5380,Arka Gdynia
5381,Gornik Z.
5382,Rakow
5383,Cracovia
5384,Lech Poznan
5385,LKS Lodz
5386,Piast Gliwice
5387,Lechia Gdansk
5388,Wisla Plock
5389,Slask Wroclaw
5390,Legia
5391,Korona Kielce
5392,Cracovia
5393,Pogon Szczecin
5394,Jagiellonia
5395,Gornik Z.
5396,Arka Gdynia
5397,Slask Wroclaw
5398,Rakow
5399,LKS Lodz
5400,Piast Gliwice
5401,Wisla Plock
5402,Legia
5403,Wisla
5404,Zaglebie
5405,Lech Poznan
5406,Lechia Gdansk
5407,Gornik Z.
5408,Lech Poznan
5409,Korona Kielce
5410,Pogon Szczecin
5411,Lechia Gdansk
5412,Jagiellonia
5413,Slask Wroclaw
5414,Cracovia
5415,Zaglebie
5416,Wisla Plock
5417,Arka Gdynia
5418,Piast Gliwice
5419,Legia
5420,Rakow
5421,LKS Lodz
5422,Wisla
5423,Korona Kielce
5424,Gornik Z.
5425,Jagiellonia
5426,Lech Poznan
5427,Lechia Gdansk
5428,Cracovia
5429,Pogon Szczecin
5430,Slask Wroclaw
5431,Arka Gdynia
5432,Wisla
5433,Rakow
5434,Slask Wroclaw
5435,Legia
5436,Piast Gliwice
5437,Korona Kielce
5438,Jagiellonia
5439,LKS Lodz
5440,Lech Poznan
5441,Cracovia
5442,Pogon Szczecin
5443,Zaglebie
5444,Lechia Gdansk
5445,Wisla Plock
5446,Gornik Z.
5447,Arka Gdynia
5448,Slask Wroclaw
5449,Korona Kielce
5450,Lech Poznan
5451,Wisla
5452,Wisla Plock
5453,Piast Gliwice
5454,Legia
5455,Gornik Z.
5456,Lechia Gdansk
5457,LKS Lodz
5458,Pogon Szczecin
5459,Rakow
5460,Jagiellonia
5461,Zaglebie
5462,Cracovia
5463,LKS Lodz
5464,Slask Wroclaw
5465,Arka Gdynia
5466,Legia
5467,Piast Gliwice
5468,Wisla Plock
5469,Wisla
5470,Lech Poznan
5471,Rakow
5472,Jagiellonia
5473,Wisla
5474,Gornik Z.
5475,Legia
5476,Korona Kielce
5477,Arka Gdynia
5478,Zaglebie
5479,Lech Poznan
5480,Wisla Plock
5481,Cracovia
5482,Pogon Szczecin
5483,LKS Lodz
5484,Slask Wroclaw
5485,Lechia Gdansk
5486,Piast Gliwice
5487,Gornik Z.
5488,Arka Gdynia
5489,Zaglebie
5490,Jagiellonia
5491,Rakow
5492,Wisla
5493,Legia
5494,Korona Kielce
5495,Slask Wroclaw
5496,Pogon Szczecin
5497,LKS Lodz
5498,Piast Gliwice
5499,Lech Poznan
5500,Wisla Plock
5501,Cracovia
5502,Lechia Gdansk
5503,Korona Kielce
5504,Gornik Z.
5505,Jagiellonia
5506,Zaglebie
5507,Pogon Szczecin
5508,Rakow
5509,Arka Gdynia
5510,Wisla
5511,Lechia Gdansk
5512,Piast Gliwice
5513,Lech Poznan
5514,Zaglebie
5515,Wisla
5516,Wisla Plock
5517,Legia
5518,LKS Lodz
5519,Arka Gdynia
5520,Cracovia
5521,Gornik Z.
5522,Jagiellonia
5523,Korona Kielce
5524,Pogon Szczecin
5525,Rakow
5526,Slask Wroclaw
5527,Zaglebie
5528,Gornik Z.
5529,Wisla Plock
5530,Piast Gliwice
5531,Rakow
5532,Pogon Szczecin
5533,Cracovia
5534,Legia
5535,Arka Gdynia
5536,Korona Kielce
5537,LKS Lodz
5538,Wisla
5539,Lechia Gdansk
5540,Jagiellonia
5541,Lech Poznan
5542,Slask Wroclaw
5543,Rakow
5544,Zaglebie
5545,Wisla Plock
5546,Legia
5547,Gornik Z.
5548,Jagiellonia
5549,Slask Wroclaw
5550,Cracovia
5551,LKS Lodz
5552,Korona Kielce
5553,Rakow
5554,Lech Poznan
5555,Lechia Gdansk
5556,Pogon Szczecin
5557,Piast Gliwice
5558,Wisla Plock
5559,Zaglebie
5560,Gornik Z.
5561,Arka Gdynia
5562,Legia
5563,Wisla
5564,Slask Wroclaw
5565,Piast Gliwice
5566,Lech Poznan
5567,Arka Gdynia
5568,LKS Lodz
5569,Wisla Plock
5570,Zaglebie
5571,Cracovia
5572,Jagiellonia
5573,Lechia Gdansk
5574,Pogon Szczecin
5575,Gornik Z.
5576,Korona Kielce
5577,Rakow
5578,Wisla
5579,Lech Poznan
5580,Legia
5581,Piast Gliwice
5582,Slask Wroclaw
5583,Zaglebie
5584,Cracovia
5585,Slask Wroclaw
5586,Rakow
5587,Wisla Plock
5588,Warta Poznan
5589,Gornik Z.
5590,Jagiellonia
5591,Zaglebie
5592,Stal Mielec
5593,Lechia Gdansk
5594,Wisla
5595,Legia
5596,Piast Gliwice
5597,Podbeskidzie
5598,Lech Poznan
5599,Jagiellonia
5600,Wisla Plock
5601,Cracovia
5602,Warta Poznan
5603,Slask Wroclaw
5604,Pogon Szczecin
5605,Gornik Z.
5606,Rakow
5607,Podbeskidzie
5608,Wisla
5609,Lechia Gdansk
5610,Pogon Szczecin
5611,Legia
5612,Zaglebie
5613,Lech Poznan
5614,Piast Gliwice
5615,Wisla Plock
5616,Gornik Z.
5617,Cracovia
5618,Lechia Gdansk
5619,Jagiellonia
5620,Stal Mielec
5621,Rakow
5622,Slask Wroclaw
5623,Podbeskidzie
5624,Zaglebie
5625,Piast Gliwice
5626,Cracovia
5627,Gornik Z.
5628,Jagiellonia
5629,Wisla Plock
5630,Stal Mielec
5631,Legia
5632,Podbeskidzie
5633,Lechia Gdansk
5634,Legia
5635,Piast Gliwice
5636,Zaglebie
5637,Wisla
5638,Slask Wroclaw
5639,Pogon Szczecin
5640,Rakow
5641,Lech Poznan
5642,Warta Poznan
5643,Wisla
5644,Pogon Szczecin
5645,Warta Poznan
5646,Stal Mielec
5647,Cracovia
5648,Slask Wroclaw
5649,Legia
5650,Rakow
5651,Pogon Szczecin
5652,Lechia Gdansk
5653,Gornik Z.
5654,Zaglebie
5655,Warta Poznan
5656,Lech Poznan
5657,Cracovia
5658,Piast Gliwice
5659,Jagiellonia
5660,Podbeskidzie
5661,Wisla Plock
5662,Gornik Z.
5663,Stal Mielec
5664,Podbeskidzie
5665,Wisla
5666,Rakow
5667,Legia
5668,Lechia Gdansk
5669,Wisla Plock
5670,Cracovia
5671,Jagiellonia
5672,Slask Wroclaw
5673,Legia
5674,Piast Gliwice
5675,Lech Poznan
5676,Pogon Szczecin
5677,Wisla Plock
5678,Podbeskidzie
5679,Zaglebie
5680,Warta Poznan
5681,Gornik Z.
5682,Wisla
5683,Stal Mielec
5684,Rakow
5685,Lechia Gdansk
5686,Lech Poznan
5687,Slask Wroclaw
5688,Wisla Plock
5689,Legia
5690,Pogon Szczecin
5691,Cracovia
5692,Lech Poznan
5693,Piast Gliwice
5694,Jagiellonia
5695,Zaglebie
5696,Rakow
5697,Warta Poznan
5698,Lechia Gdansk
5699,Gornik Z.
5700,Wisla
5701,Podbeskidzie
5702,Stal Mielec
5703,Lechia Gdansk
5704,Lech Poznan
5705,Piast Gliwice
5706,Pogon Szczecin
5707,Legia
5708,Podbeskidzie
5709,Wisla
5710,Slask Wroclaw
5711,Cracovia
5712,Pogon Szczecin
5713,Rakow
5714,Wisla Plock
5715,Jagiellonia
5716,Warta Poznan
5717,Gornik Z.
5718,Stal Mielec
5719,Wisla
5720,Legia
5721,Podbeskidzie
5722,Lechia Gdansk
5723,Zaglebie
5724,Lech Poznan
5725,Piast Gliwice
5726,Rakow
5727,Warta Poznan
5728,Stal Mielec
5729,Jagiellonia
5730,Gornik Z.
5731,Wisla Plock
5732,Cracovia
5733,Slask Wroclaw
5734,Stal Mielec
5735,Wisla
5736,Podbeskidzie
5737,Zaglebie
5738,Rakow
5739,Piast Gliwice
5740,Pogon Szczecin
5741,Slask Wroclaw
5742,Warta Poznan
5743,Cracovia
5744,Jagiellonia
5745,Wisla Plock
5746,Lechia Gdansk
5747,Legia
5748,Gornik Z.
5749,Lech Poznan
5750,Stal Mielec
5751,Piast Gliwice
5752,Pogon Szczecin
5753,Slask Wroclaw
5754,Rakow
5755,Lech Poznan
5756,Warta Poznan
5757,Wisla
5758,Zaglebie
5759,Wisla Plock
5760,Legia
5761,Cracovia
5762,Gornik Z.
5763,Podbeskidzie
5764,Jagiellonia
5765,Lechia Gdansk
5766,Jagiellonia
5767,Wisla
5768,Pogon Szczecin
5769,Warta Poznan
5770,Slask Wroclaw
5771,Zaglebie
5772,Lech Poznan
5773,Piast Gliwice
5774,Podbeskidzie
5775,Gornik Z.
5776,Lechia Gdansk
5777,Rakow
5778,Wisla
5779,Stal Mielec
5780,Wisla Plock
5781,Legia
5782,Pogon Szczecin
5783,Warta Poznan
5784,Lech Poznan
5785,Slask Wroclaw
5786,Jagiellonia
5787,Zaglebie
5788,Cracovia
5789,Piast Gliwice
5790,Rakow
5791,Podbeskidzie
5792,Gornik Z.
5793,Zaglebie
5794,Wisla
5795,Warta Poznan
5796,Stal Mielec
5797,Lechia Gdansk
5798,Jagiellonia
5799,Wisla Plock
5800,Slask Wroclaw
5801,Legia
5802,Pogon Szczecin
5803,Lech Poznan
5804,Piast Gliwice
5805,Cracovia
5806,Stal Mielec
5807,Gornik Z.
5808,Zaglebie
5809,Podbeskidzie
